ibge_code,population
2913903,45922
2914000,59435
2914109,9911
2914208,7279
2914307,8197
2914406,25478
2914505,29173
2914604,73524
2914653,30747
2914703,64646
2914802,213685
2914901,28684
2915007,16110
2915106,12242
2915205,14452
2915304,6825
2915353,14542
2915403,6596
2915502,20398
2915601,64455
2915700,8003
2915809,22754
2915908,6436
2916005,19316
2916104,22337
2916203,8526
2916302,10215
2916401,76795
2916500,35883
2916609,10298
2916708,8347
2916807,19843
2916856,14539
2916906,12528
2917003,36116
2917102,20388
2917201,19030
2917300,28740
2917334,11016
2917359,8277
2917409,14850
2917508,80635
2917607,54673
2917706,33746
2917805,18981
2917904,10726
2918001,156126
2918100,40651
2918209,14557
2918308,10808
2918357,25402
2918407,218162
2918456,8988
2918506,15262
2918555,5768
2918605,5976
2918704,3693
2918753,15770
2918803,24032
2918902,3975
2919009,3758
2919058,8577
2919108,8191
2919157,27274
2919207,201635
2919306,11499
2919405,12373
2919504,46062
2919553,90162
2919603,11332
2919702,18909
2919801,50161
2919900,7787
2919926,21432
2919959,2764
2920007,10206
2920106,18602
2920205,16861
2920304,8359
2920403,13087
2920452,13734
2920502,20393
2920601,44793
2920700,20617
2920809,10380
2920908,13717
2921005,47126
2921054,12283
2921104,22716
2921203,25894
2921302,10893
2921401,18474
2921450,8447
2921500,49278
2921609,8497
2921708,35440
2921807,12052
2921906,8889
2922003,42251
2922052,10673
2922102,26970
2922201,7443
2922250,11417
2922300,29410
2922409,22282
2922508,28594
2922607,14079
2922656,13164
2922706,16472
2922730,7821
2922755,6554
2922805,8279
2922854,9123
2922904,26998
2923001,43783
2923035,12522
2923050,15443
2923100,28304
2923209,21810
2923308,8570
2923357,17511
2923407,21796
2923506,9071
2923605,21695
2923704,32141
2923803,29058
2923902,9686
2924009,118516
2924058,13556
2924108,7394
2924207,16682
2924306,16984
2924405,35175
2924504,16285
2924603,20098
2924652,10394
2924678,10036
2924702,10475
2924801,24964
2924900,9370
2925006,26426
2925105,46879
2925204,39972
2925253,14819
2925303,150658
2925402,6916
2925501,28194
2925600,15160
2925709,12179
2925758,28004
2925808,25433
2925907,27626
2925931,8956
2925956,22633
2926004,41170
2926103,14495
2926202,22334
2926301,33468
2926400,35593
2926509,14612
2926608,53956
2926657,5343
2926707,12932
2926806,15448
2926905,11663
2927002,40976
2927101,9442
2927200,30857
2927309,15862
2927408,2886698
2927507,20883
2927606,14063
2927705,27922
2927804,6278
2927903,10606
2928000,37531
2928059,12449
2928109,39775
2928208,26705
2928307,8966
2928406,28481
2928505,10464
2928604,60131
2928703,102380
2928802,53269
2928901,34266
2928950,9072
2929008,14762
2929057,15468
2929107,21080
2929206,40245
2929255,18789
2929305,37942
2929354,5608
2929370,10505
2929404,11704
2929503,44430
2929602,17409
2929701,17302
2929750,12105
2929800,12943
2929909,44234
2930006,11512
2930105,79424
2930154,31416
2930204,40989
2930303,17321
2930402,14699
2930501,81286
2930600,13446
2930709,135783
2930758,13059
2930766,9701
2930774,23233
2930808,17050
2930907,12516
2931004,20393
2931053,17443
2931103,7928
2931202,21253
2931301,16974
2931350,162438
2931400,7359
2931509,22555
2931608,15022
2931707,13025
2931806,16189
2931905,50798
2932002,24113
2932101,19877
2932200,18847
2932309,27263
2932408,13891
2932457,19402
2932507,18544
2932606,16665
2932705,20413
2932804,19256
2932903,97233
2933000,28800
2933059,14121
2933109,9210
2933158,12625
2933174,8785
2933208,43716
2933257,6153
2933307,341128
2933406,9344
2933455,12180
2933505,20978
2933604,46523
3100104,7006
3100203,23250
3100302,13444
3100401,3994
3100500,9368
3100609,13523
3100708,1992
3100807,4522
3100906,19247
3101003,13599
3101102,25141
3101201,5976
3101300,2665
3101409,3011
3101508,35401
3101607,80494
3101631,6981
3101706,42143
3101805,7436
3101904,19958
3102001,14517
3102050,5894
3102100,10859
3102209,3844
3102308,15169
3102407,3605
3102506,4678
3102605,41396
3102704,9442
3102803,12206
3102852,8557
3102902,11459
3103009,9275
3103108,1587
3103207,2354
3103306,2059
3103405,36712
3103504,117825
3103603,2787
3103702,8453
3103751,6931
3103801,2835
3103900,9401
3104007,107337
3104106,10883
3104205,40380
3104304,15181
3104403,2704
3104452,5269
3104502,17862
3104601,14270
3104700,12678
3104809,4851
3104908,19199
3105004,7803
3105103,23898
3105202,4766
3105301,5778
3105400,32866
3105509,5354
3105608,138204
3105707,5015
3105905,20897
3106002,10262
3106101,3425
3106200,2521564
3106309,26994
3106408,7719
3106507,11872
3106606,4607
3106655,4764
3106705,444784
3106804,3329
3106903,14554
3107000,2498
3107109,40219
3107208,5089
3107307,50256
3107406,51028
3107505,6459
3107604,4244
3107703,6133
3107802,14862
3107901,10537
3108008,17607
3108107,6860
3108206,5444
3108255,11369
3108305,19614
3108404,14949
3108503,6288
3108552,16748
3108602,32405
3108701,4293
3108800,4769
3108909,14410
3109006,40666
3109105,10991
3109204,10353
3109253,3983
3109303,25013
3109402,28121
3109451,6988
3109501,14075
3109600,3591
3109709,11579
3109808,2706
3109907,11749
3110004,45047
3110103,5541
3110202,3974
3110301,14541
3110400,2869
3110509,21801
3110608,29814
3110707,12812
3110806,3730
3110905,16762
3111002,21054
3111101,19752
3111150,3824
3111200,54186
3111309,11651
3111408,8269
3111507,15563
3111606,28842
3111705,4548
3111804,12201
3111903,5594
3112000,14888
3112059,4551
3112109,5451
3112208,4634
3112307,38057
3112406,6890
3112505,9826
3112604,16234
3112653,5514
3112703,15313
3112802,8663
3112901,9308
3113008,23780
3113107,3166
3113206,25669
3113305,33011
3113404,92603
3113503,9414
3113602,6792
3113701,18674
3113800,2646
3113909,12182
3114006,11511
3114105,14947
3114204,22693
3114303,30334
3114402,21268
3114501,19559
3114550,10066
3114600,4049
3114709,3597
3114808,4461
3114907,2254
3115003,3092
3115102,17740
3115201,3946
3115300,75540
3115359,5421
3115409,3653
3115458,6257
3115474,4965
3115508,21610
3115607,1157
3115706,7046
3115805,10346
3115904,3186
3116001,5699
3116100,15345
3116159,13953
3116209,2671
3116308,6799
3116407,4853
3116506,7514
3116605,28859
3116704,7594
3116803,8841
3116902,3120
3117009,6774
3117108,10322
3117207,2813
3117306,28346
3117405,4578
3117504,17503
3117603,5533
3117702,13684
3117801,11748
3117836,7686
3117876,6800
3117900,12082
3118007,55309
3118106,5046
3118205,6969
3118304,129606
3118403,22949
3118502,1784
3118601,668949
3118700,9128
3118809,26611
3118908,8897
3119005,3542
3119104,23668
3119203,9943
3119302,27966
3119401,110290
3119500,9215
3119609,3090
3119708,3441
3119807,3191
3119906,3694
3119955,6382
3120003,2728
3120102,4423
3120151,6760
3120201,12931
3120300,5982
3120409,5156
3120508,10226
3120607,5054
3120706,3639
3120805,15474
3120839,5005
3120870,7799
3120904,80616
3121001,5421
3121100,8016
3121209,7131
3121258,10768
3121308,5029
3121407,7255
3121506,2884
3121605,47825
3121704,3790
3121803,7609
3121902,3424
3122009,19976
3122108,4974
3122207,7614
3122306,240408
3122355,6868
3122405,6025
3122454,11211
3122470,3655
3122504,5048
3122603,4451
3122702,5232
3122801,2997
3122900,6619
3123007,10223
3123106,5154
3123205,13427
3123304,4230
3123403,1533
3123502,1912
3123528,7870
3123601,28320
3123700,11202
3123809,7241
3123858,5377
3123908,15380
3124005,18958
3124104,71551
3124203,25122
3124302,31610
3124401,4710
3124500,11386
3124609,2325
3124708,3491
3124807,8018
3124906,11330
3125002,3923
3125101,36951
3125200,2376
3125309,3221
3125408,4704
3125507,3173
3125606,7504
3125705,15433
3125804,3466
3125903,9696
3125952,11054
3126000,7533
3126109,67822
3126208,9688
3126307,4437
3126406,2967
3126505,10321
3126604,5242
3126703,26369
3126752,5338
3126802,5869
3126901,9664
3126950,3487
3127008,18492
3127057,4561
3127073,5299
3127107,60012
3127206,4392
3127305,6790
3127339,5096
3127354,3164
3127370,3378
3127388,3990
3127404,4355
3127503,6171
3127602,11818
3127701,281046
3127800,15890
3127909,1387
3128006,34573
3128105,14258
3128204,10315
3128253,4989
3128303,19017
3128402,8918
3128501,3775
3128600,6569
3128709,52078
3128808,7051
3128907,8105
3129004,8343
3129103,5577
3129202,6591
3129301,11045
3129400,5010
3129509,25358
3129608,8437
3129657,5369
3129707,13986
3129806,182153
3129905,3492
3130002,2996
3130051,12097
3130101,43817
3130200,11005
3130309,7923
3130408,6610
3130507,12444
3130556,6940
3130606,7358
3130655,7339
3130705,6951
3130804,2776
3130903,24079
3131000,6312
3131109,7560
3131158,18769
3131208,20000
3131307,265409
3131406,4225
3131505,10118
3131604,7027
3131703,120904
3131802,11576
3131901,52446
3132008,5417
3132107,18164
3132206,13435
3132305,12836
3132404,97334
3132503,34936
3132602,4375
3132701,23209
3132800,2056
3132909,10157
3133006,15714
3133105,15423
3133204,12244
3133303,21029
3133402,15379
3133501,21761
3133600,9881
3133709,11252
3133758,16199
3133808,93847
3133907,5369
3134004,15022
3134103,6063
3134202,105255
3134301,6000
3134400,39690
3134509,3768
3134608,20418
3134707,12323
3134806,7691
3134905,26264
3135001,3142
3135050,39388
3135076,5429
3135100,72018
3135209,67852
3135308,4384
3135357,7982
3135407,4852
3135456,7738
3135506,12315
3135605,7468
3135704,5207
3135803,25474
3135902,4780
3136009,15455
3136108,4476
3136207,80416
3136306,47726
3136405,4727
3136504,10842
3136520,4487
3136553,5050
3136579,4889
3136603,5732
3136652,27392
3136702,573285
3136801,4345
3136900,10681
3136959,5715
3137007,18193
3137106,7600
3137205,52711
3137304,4082
3137403,13063
3137502,18111
3137536,9608
3137601,65657
3137700,19918
3137809,20907
3137908,3379
3138005,6833
3138104,6503
3138203,104783
3138302,3226
3138351,4920
3138401,52640
3138500,5031
3138609,16724
3138625,7589
3138658,9714
3138674,6258
3138682,6718
3138708,5438
3138807,18257
3138906,7111
3139003,42413
3139102,5109
3139201,18602
3139250,6554
3139300,18226
3139409,91169
3139508,22802
3139607,27647
3139706,8046
3139805,12901
3139904,14056
3140001,61288
3140100,4097
3140159,15619
3140209,2987
3140308,4034
3140407,2728
3140506,13443
3140530,8531
3140555,8644
3140605,4436
3140704,31364
3140803,14548
3140852,11260
3140902,19005
3141009,12412
3141108,38151
3141207,3741
3141306,3832
3141405,20759
3141504,6446
3141603,10758
3141702,5546
3141801,31497
3141900,3893
3142007,13620
3142106,10787
3142205,15111
3142254,4914
3142304,4934
3142403,7554
3142502,2202
3142601,8727
3142700,14747
3142809,21236
3142908,20696
3143005,13152
3143104,47931
3143153,4923
3143203,21513
3143302,413487
3143401,24029
3143450,8315
3143500,8910
3143609,2437
3143708,3153
3143807,5994
3143906,109392
3144003,26961
3144102,20545
3144201,3220
3144300,40665
3144359,7051
3144375,3308
3144409,4728
3144508,8660
3144607,26826
3144656,10326
3144672,3128
3144706,17551
3144805,96157
3144904,3573
3145000,15800
3145059,7497
3145109,16832
3145208,105520
3145307,31335
3145356,10778
3145372,5324
3145406,1720
3145455,6171
3145505,2809
3145604,41840
3145703,2130
3145802,3152
3145851,4663
3145877,8079
3145901,39867
3146008,33791
3146107,74558
3146206,5914
3146255,6423
3146305,20252
3146404,4462
3146503,8296
3146552,6094
3146602,1523
3146701,6611
3146750,5349
3146909,15800
3147006,93862
3147105,94808
3147204,21605
3147303,21221
3147402,24700
3147501,1633
3147600,16393
3147709,8057
3147808,2031
3147907,115337
3147956,6002
3148004,153585
3148103,91449
3148202,5715
3148301,9584
3148400,4812
3148509,8419
3148608,17537
3148707,24329
3148756,7128
3148806,3005
3148905,3974
3149002,2532
3149101,11146
3149150,12212
3149200,3643
3149309,64712
3149408,1806
3149507,3330
3149606,4432
3149705,11755
3149804,16321
3149903,21485
3149952,6773
3150000,4256
3150109,2733
3150158,8702
3150208,4140
3150307,4466
3150406,5009
3150505,8688
3150539,4986
3150570,7524
3150604,6398
3150703,6348
3150802,17634
3150901,5488
3151008,8640
3151107,10772
3151206,56640
3151305,10759
3151404,28215
3151503,34918
3151602,12292
3151701,16846
3151800,168641
3151909,8359
3152006,32035
3152105,59875
3152131,4283
3152170,12179
3152204,37864
3152303,11348
3152402,16616
3152501,152549
3152600,5900
3152709,9080
3152808,28017
3152907,8566
3153004,3631
3153103,5341
3153202,3606
3153301,3001
3153400,19627
3153509,8301
3153608,10834
3153707,3584
3153806,1943
3153905,16429
3154002,23711
3154101,10520
3154150,7201
3154200,11540
3154309,17396
3154408,4817
3154457,8134
3154507,9476
3154606,338197
3154705,4047
3154804,10420
3154903,13473
3155009,2620
3155108,5133
3155207,5402
3155306,5879
3155405,8957
3155504,12335
3155603,31045
3155702,14332
3155801,17959
3155900,5485
3156007,12739
3156106,4562
3156205,2320
3156304,8224
3156403,3520
3156452,4622
3156502,5798
3156601,10256
3156700,137125
3156809,15416
3156908,26374
3157005,41699
3157104,7012
3157203,31604
3157252,8181
3157278,3182
3157302,4407
3157336,8664
3157377,4107
3157401,4725
3157500,4381
3157609,3826
3157658,6386
3157708,14255
3157807,220444
3157906,16302
3158003,10857
3158102,5217
3158201,14611
3158300,7073
3158409,3891
3158508,7589
3158607,3981
3158706,2476
3158805,4834
3158904,8667
3158953,35369
3159001,4315
3159100,3765
3159209,8924
3159308,4863
3159357,7268
3159407,3402
3159506,5457
3159605,43753
3159704,3357
3159803,19872
3159902,18613
3160009,3602
3160108,3886
3160207,3799
3160306,11604
3160405,28427
3160454,7297
3160504,1760
3160603,3065
3160702,46421
3160801,5349
3160900,3754
3160959,5658
3161007,17327
3161056,3362
3161106,56477
3161205,6520
3161304,6274
3161403,4800
3161502,12562
3161601,3910
3161650,4059
3161700,8459
3161809,12597
3161908,11019
3162005,25561
3162104,35782
3162203,7498
3162252,4932
3162302,2746
3162401,25098
3162450,13125
3162500,90497
3162559,11674
3162575,5918
3162609,7444
3162658,4448
3162708,23709
3162807,15767
3162906,26447
3162922,32148
3162948,7480
3162955,24135
3163003,4280
3163102,5079
3163201,4210
3163300,3856
3163409,5387
3163508,6431
3163607,2806
3163706,46202
3163805,6944
3163904,4610
3164001,7706
3164100,5202
3164209,12529
3164308,7076
3164407,5552
3164431,3024
3164472,6627
3164506,9963
3164605,6863
3164704,71445
3164803,1492
3164902,2250
3165008,10960
3165107,7000
3165206,7120
3165305,7815
3165404,6989
3165503,6361
3165537,33413
3165552,12378
3165560,2606
3165578,5361
3165602,2003
3165701,7858
3165800,1461
3165909,4105
3166006,5786
3166105,3519
3166204,10467
3166303,7333
3166402,1854
3166501,4292
3166600,776
3166709,8713
3166808,11668
3166907,7668
3166956,4809
3167004,1956
3167103,20940
3167202,241835
3167301,2264
3167400,6248
3167509,2618
3167608,19736
3167707,5514
3167806,6189
3167905,3708
3168002,34397
3168051,3101
3168101,4832
3168200,1872
3168309,4099
3168408,14302
3168507,11670
3168606,140937
3168705,90568
3168804,8072
3168903,6424
3169000,16715
3169059,4109
3169109,6297
3169208,7850
3169307,80032
3169356,32716
3169406,56940
3169505,6765
3169604,25398
3169703,20125
3169802,5070
3169901,116797
3170008,12599
3170057,12493
3170107,337092
3170206,699097
3170305,2596
3170404,84930
3170438,4284
3170479,3260
3170503,10345
3170529,17173
3170578,6470
3170602,2148
3170651,5026
3170701,136602
3170750,7138
3170800,39803
3170909,19305
3171006,20642
3171030,9443
3171071,5727
3171105,4045
3171154,4846
3171204,129765
3171303,79388
3171402,3589
3171501,3179
3171600,13740
3171709,8663
3171808,10484
3171907,5340
3172004,42965
3172103,5261
3172202,2548
3200102,30455
3200136,9631
3200169,10909
3200201,29975
3200300,14636
3200359,7874
3200409,29779
3200508,7554
3200607,103101
3200706,12105
3200805,31132
3200904,44979
3201001,15092
3201100,9962
3201159,12427
3201209,210589
3201308,383917
3201407,37747
3201506,123400
3201605,31273
3201704,12806
3201803,4270
3201902,33986
3202009,6771
3202108,22835
3202207,21948
3202256,12880
3202306,31122
3202405,126701
3202454,26426
3202504,12591
3202553,8859
3202603,13973
3202652,13526
3202702,14023
3202801,34656
3202900,10494
3203007,29290
3203056,31039
3203106,12265
3203130,16722
3203163,10933
3203205,176688
3203304,15503
3203320,38883
3203346,16920
3203353,12963
3203403,26115
3203502,18894
3203601,5496
3203700,17319
3203809,15526
3203908,50434
3204005,23306
3204054,26381
3204104,27327
3204203,22053
3204252,7940
3204302,11658
3204351,19271
3204401,11626
3204500,12197
3204559,41015
3204609,23724
3204658,8687
3204708,38522
3204807,10546
3204906,132642
3204955,12510
3205002,527240
3205010,30680
3205036,21591
3205069,25745
3205101,79500
3205150,9244
3205176,14073
3205200,501325
3205309,365855
3300100,207044
3300159,11901
3300209,134293
3300225,12669
3300233,34477
3300258,30593
3300308,100764
3300407,184833
3300456,513118
3300506,27616
3300605,37203
3300704,230378
3300803,59303
3300902,15514
3300936,16586
3300951,8576
3301009,511168
3301108,20168
3301157,12821
3301207,19030
3301306,45041
3301405,23398
3301504,22041
3301603,11528
3301702,924624
3301801,14071
3301850,61388
3301876,28837
3301900,242543
3302007,134819
3302056,15299
3302106,23222
3302205,103800
3302254,32064
3302270,105548
3302304,7326
3302403,261501
3302452,5623
3302502,246433
3302601,45220
3302700,164504
3302809,18648
3302858,176569
3302908,25581
3303005,27154
3303104,15311
3303203,162693
3303302,515317
3303401,191158
3303500,823302
3303609,52683
3303708,44518
3303807,43680
3303856,27858
3303906,306678
3303955,25364
3304003,29545
3304102,18960
3304110,19974
3304128,14435
3304144,151335
3304151,25126
3304201,132312
3304300,60573
3304409,18605
3304508,9344
3304524,155193
3304557,6747815
3304607,10392
3304706,42594
3304755,42210
3304805,38710
3304904,1091737
3305000,36423
3305109,472906
3305133,7206
3305158,21916
3305208,106049
3305307,9387
3305406,18249
3305505,90583
3305554,83092
3305604,21774
3305703,15667
3305752,34610
3305802,184240
3305901,10640
3306008,82142
3306107,76869
3306156,11106
3306206,37083
3306305,273988
3500105,35111
3500204,3554
3500303,36648
3500402,8221
3500501,18808
3500550,6109
3500600,3521
3500709,37401
3500758,6129
3500808,4184
3500907,4186
3501004,16203
3501103,4088
3501152,18767
3501202,3647
3501301,24998
3501400,5274
3501509,3237
3501608,242018
3501707,41032
3501806,5981
3501905,72677
3502002,5056
3502101,57202
3502200,25479
3502309,6819
3502408,4144
3502507,36185
3502606,4158
3502705,24226
3502754,22860
3502804,198129
3502903,34776
3503000,5655
3503109,6365
3503158,2460
3503208,238339
3503307,135506
3503356,1773
3503406,8613
3503505,3896
3503604,11158
3503703,9761
3503802,55340
3503901,91157
3503950,1818
3504008,105087
3504107,144088
3504206,15253
3504305,5436
3504404,13859
3504503,91232
3504602,17761
3504701,5934
3504800,9139
3504909,10993
3505005,3498
3505104,7468
3505203,35558
3505302,36126
3505351,5760
3505401,7632
3505500,122833
3505609,33180
3505708,276982
3505807,20953
3505906,62980
3506003,379297
3506102,77555
3506201,3005
3506300,11158
3506359,64723
3506409,8117
3506508,124883
3506607,32936
3506706,15018
3506805,12452
3506904,11921
3507001,62170
3507100,25985
3507159,3984
3507209,838
3507308,4868
3507407,16164
3507456,2683
3507506,148130
3507605,170533
3507704,5741
3507753,2889
3507803,25277
3507902,24636
3508009,19965
3508108,17281
3508207,4514
3508306,4243
3508405,50429
3508504,95018
3508603,33581
3508702,19009
3508801,17843
3508900,4193
3509007,102775
3509106,5946
3509205,77934
3509254,28494
3509304,10596
3509403,26393
3509452,6057
3509502,1213792
3509601,85541
3509700,52405
3509809,4997
3509908,12541
3509957,5204
3510005,31346
3510104,2799
3510153,5292
3510203,47118
3510302,20985
3510401,56379
3510500,123389
3510609,403183
3510708,12349
3510807,30520
3510906,2505
3511003,21267
3511102,122497
3511201,7855
3511300,9346
3511409,20191
3511508,49802
3511607,18375
3511706,17367
3511904,8757
3512001,18535
3512100,6216
3512209,28273
3512308,18019
3512407,24826
3512506,6129
3512605,4635
3512704,4064
3512803,73474
3512902,7298
3513009,253608
3513108,35579
3513207,8718
3513306,2046
3513405,82571
3513504,131626
3513603,21459
3513702,33910
3513801,426757
3513850,1799
3513900,11086
3514007,9010
3514106,27512
3514205,2112
3514304,8878
3514403,47043
3514502,12433
3514601,10023
3514700,6064
3514809,15544
3514908,17936
3514924,3697
3514957,2449
3515004,276535
3515103,69901
3515129,3227
3515152,21249
3515186,44471
3515194,4878
3515202,8419
3515301,2770
3515350,9325
3515400,16070
3515509,69402
3515608,5794
3515657,1727
3515707,196500
3515806,1430
3515905,2900
3516002,14790
3516101,2653
3516200,355901
3516309,177633
3516408,156492
3516507,2776
3516606,6482
3516705,44409
3516804,4860
3516853,4815
3516903,10862
3517000,11447
3517109,4829
3517208,12294
3517307,5785
3517406,41040
3517505,21775
3517604,17025
3517703,21308
3517802,8290
3517901,11287
3518008,1998
3518107,6675
3518206,33100
3518305,30136
3518404,122505
3518503,18887
3518602,40487
3518701,322750
3518800,1392121
3518859,7709
3518909,5307
3519006,9588
3519055,15272
3519071,234259
3519105,11858
3519204,6295
3519253,9517
3519303,35472
3519402,12518
3519501,7841
3519600,60600
3519709,79479
3519808,8304
3519907,8194
3520004,24749
3520103,30614
3520202,9583
3520301,30989
3520400,35591
3520426,11362
3520442,26788
3520509,256223
3520608,4879
3520707,3886
3520806,4019
3520905,15069
3521002,37964
3521101,7687
3521150,5476
3521200,4199
3521309,16604
3521408,24614
3521507,8048
3521606,8325
3521705,17480
3521804,27382
3521903,15297
3522000,3887
3522109,103102
3522158,3330
3522208,177662
3522307,165526
3522406,94804
3522505,240961
3522604,75234
3522653,4268
3522703,43331
3522802,15173
3522901,14147
3523008,4951
3523107,375011
3523206,50642
3523305,17598
3523404,122581
3523503,20921
3523602,18387
3523701,6543
3523800,7852
3523909,175568
3524006,62813
3524105,42045
3524204,6946
3524303,77652
3524402,235416
3524501,7196
3524600,17889
3524709,58722
3524808,49201
3524907,6717
3525003,126356
3525102,44970
3525201,30617
3525300,151881
3525409,3151
3525508,13338
3525607,4551
3525706,37366
3525805,4800
3525854,3418
3525904,423006
3526001,20831
3526100,18718
3526209,31646
3526308,4889
3526407,28785
3526506,12285
3526605,7311
3526704,104346
3526803,68990
3526902,308482
3527009,8092
3527108,78503
3527207,89125
3527256,2300
3527306,49993
3527405,21886
3527504,2403
3527603,15292
3527702,5855
3527801,4596
3527900,2636
3528007,17214
3528106,8147
3528205,3692
3528304,3102
3528403,47441
3528502,101937
3528601,9910
3528700,5948
3528809,14036
3528858,3064
3528908,4091
3529005,240590
3529104,2106
3529203,26628
3529302,83626
3529401,477552
3529500,5565
3529609,3824
3529658,1905
3529708,22355
3529807,12966
3529906,19643
3530003,3106
3530102,29706
3530201,18338
3530300,60303
3530409,4919
3530508,68980
3530607,450785
3530706,153033
3530805,93650
3530904,3508
3531001,2267
3531100,57648
3531209,8111
3531308,50772
3531407,25373
3531506,18968
3531605,4166
3531704,4696
3531803,60754
3531902,33288
3532009,13781
3532058,4795
3532108,4506
3532157,3179
3532207,4904
3532306,6642
3532405,18698
3532504,8923
3532603,11527
3532702,5298
3532801,7068
3532827,9860
3532843,1852
3532868,1278
3532900,11355
3533007,21689
3533106,2325
3533205,4053
3533254,5945
3533304,4160
3533403,60956
3533502,41414
3533601,7478
3533700,4291
3533809,2471
3533908,55130
3534005,4422
3534104,6542
3534203,7194
3534302,44360
3534401,699944
3534500,2603
3534609,33000
3534708,114352
3534757,10539
3534807,8620
3534906,14263
3535002,13123
3535101,13486
3535200,9227
3535309,22272
3535408,15862
3535507,45945
3535606,18263
3535705,6496
3535804,20395
3535903,4095
3536000,10949
3536109,6508
3536208,19723
3536257,2169
3536307,14807
3536406,7454
3536505,112003
3536570,1834
3536604,8959
3536703,47111
3536802,6110
3536901,2481
3537008,16811
3537107,48463
3537156,3101
3537206,11421
3537305,63757
3537404,25677
3537503,8773
3537602,69001
3537701,6038
3537800,55542
3537909,29402
3538006,170132
3538105,17216
3538204,15388
3538303,3699
3538501,13575
3538600,27462
3538709,407252
3538808,29869
3538907,25719
3539004,11471
3539103,19178
3539202,27754
3539301,76877
3539400,13765
3539509,40080
3539608,5304
3539707,3578
3539806,118349
3539905,6113
3540002,22172
3540101,3400
3540200,50852
3540259,4674
3540309,2577
3540408,4152
3540507,10067
3540606,53402
3540705,56504
3540754,25130
3540804,17516
3540853,4212
3540903,21873
3541000,330845
3541059,5317
3541109,4080
3541208,13023
3541307,44389
3541406,230371
3541505,39583
3541604,40828
3541653,3854
3541703,14210
3541802,3460
3541901,13606
3542008,6688
3542107,9101
3542206,29726
3542305,3839
3542404,20394
3542503,9837
3542602,56393
3542701,7679
3542800,3330
3542909,13299
3543006,16211
3543105,4752
3543204,4539
3543238,2224
3543253,7679
3543303,124159
3543402,711825
3543501,5443
3543600,3640
3543709,10812
3543808,9961
3543907,208008
3544004,35738
3544103,51436
3544202,12689
3544251,16281
3544301,10801
3544400,3162
3544509,3170
3544608,5614
3544707,2430
3544806,6407
3544905,11998
3545001,17252
3545100,5337
3545159,8393
3545209,119736
3545308,45860
3545407,9364
3545506,4354
3545605,15561
3545704,6022
3545803,194390
3546009,14857
3546108,2113
3546207,4544
3546256,2153
3546306,34737
3546405,47943
3546504,5588
3546603,32563
3546702,27381
3546801,57966
3546900,8854
3547007,6236
3547106,2943
3547205,1467
3547304,142301
3547403,2487
3547502,27600
3547601,26753
3547650,1552
3547700,20866
3547809,721368
3547908,6977
3548005,23529
3548054,8481
3548104,5940
3548203,6827
3548302,3135
3548401,4817
3548500,433656
3548609,10893
3548708,844483
3548807,161957
3548906,254484
3549003,2817
3549102,91771
3549201,2561
3549250,1932
3549300,2100
3549409,52319
3549508,8960
3549607,4144
3549706,55124
3549805,464983
3549904,729737
3549953,15978
3550001,10690
3550100,41123
3550209,33002
3550308,12325232
3550407,35980
3550506,7696
3550605,92060
3550704,90328
3550803,12159
3550902,15385
3551009,368355
3551108,10390
3551207,3630
3551306,3554
3551405,14981
3551504,45644
3551603,29452
3551702,127142
3551801,12780
3551900,17661
3552007,6339
3552106,41352
3552205,687357
3552304,7728
3552403,286211
3552502,300559
3552551,4014
3552601,12485
3552700,16644
3552809,293652
3552908,6329
3553005,14141
3553104,6320
3553203,5564
3553302,23232
3553401,26101
3553500,7766
3553609,12950
3553658,2813
3553708,57364
3553807,23256
3553856,5911
3553906,7540
3553955,15183
3554003,122967
3554102,317915
3554201,4491
3554300,23273
3554409,9437
3554508,42517
3554607,2652
3554656,2422
3554706,10056
3554755,1738
3554805,47714
3554904,5832
3554953,6977
3555000,65570
3555109,15583
3555208,2020
3555307,1696
3555356,6400
3555406,91824
3555505,4804
3555604,10151
3555703,1865
3555802,9120
3555901,1153
3556008,13888
3556107,13532
3556206,131210
3556305,26822
3556354,10692
3556404,43110
3556453,53468
3556503,123071
3556602,10823
3556701,80111
3556800,19017
3556909,8989
3556958,1846
3557006,123599
3557105,95338
3557154,2752
3557204,12418
3557303,11407
4100103,7408
4100202,5857
4100301,9470
4100400,120041
4100459,1682
4100509,22176
4100608,14859
4100707,9778
4100806,11503
4100905,6332
4101002,19311
4101051,2788
4101101,19926
4101150,2930
4101200,18949
4101309,7427
4101408,136234
4101507,124810
4101606,28300
4101655,3009
4101705,14000
4101804,146214
4101853,2066
4101903,14954
4102000,33340
4102109,26209
4102208,3881
4102307,13092
4102406,31211
4102505,11426
4102604,10312
4102703,2781
4102752,3457
4102802,15399
4102901,16400
4103008,4047
4103024,2470
4103040,6365
4103057,7540
4103107,13129
4103156,3506
4103206,7068
4103222,3254
4103305,6439
4103354,5382
4103370,2585
4103404,2954
4103453,18456
4103479,4009
4103503,8606
4103602,25466
4103701,107341
4103800,7917
4103909,14043
4103958,3859
4104006,43685
4104055,3763
4104105,8045
4104204,133865
4104253,29740
4104303,95488
4104402,14809
4104428,16053
4104451,13329
4104501,19148
4104600,15834
4104659,23825
4104709,14356
4104808,332333
4104907,71809
4105003,10167
4105102,10764
4105201,17833
4105300,11819
4105409,19167
4105508,83816
4105607,12797
4105706,16450
4105805,246540
