ibge_code,population
4105904,24145
4106001,8857
4106100,3876
4106209,18837
4106308,17117
4106407,47842
4106456,7518
4106506,20580
4106555,3127
4106571,4240
4106605,20947
4106704,4449
4106803,18741
4106852,2921
4106902,1948626
4107009,15196
4107108,5030
4107124,3424
4107157,5266
4107207,41038
4107256,8869
4107306,5983
4107405,5933
4107504,13981
4107520,1665
4107538,4596
4107546,4048
4107553,3041
4107603,17316
4107652,102004
4107702,4748
4107736,5602
4107751,7696
4107801,4906
4107850,4603
4107900,6851
4108007,10453
4108106,2699
4108205,6460
4108304,258248
4108320,5993
4108403,92216
4108452,4556
4108502,13685
4108551,2898
4108601,28808
4108650,7053
4108700,5497
4108809,33310
4108908,6609
4108957,8811
4109005,3784
4109104,2241
4109203,5530
4109302,12217
4109401,182644
4109500,7594
4109609,37527
4109658,5119
4109708,31644
4109757,6370
4109807,55131
4109906,7786
4110003,4440
4110052,2253
4110078,13282
4110102,32940
4110201,11121
4110300,3116
4110409,4465
4110508,15251
4110607,13782
4110656,2251
4110706,61088
4110805,10098
4110904,4446
4110953,11385
4111001,6549
4111100,6109
4111209,12094
4111258,29070
4111308,2781
4111407,13965
4111506,31935
4111555,8240
4111605,3279
4111704,5303
4111803,39322
4111902,13742
4112009,35027
4112108,21230
4112207,5095
4112306,4930
4112405,9500
4112504,11196
4112603,1320
4112702,12638
4112751,8330
4112801,12009
4112900,3269
4112959,7292
4113007,7041
4113106,4047
4113205,48410
4113254,5784
4113304,32139
4113403,3925
4113429,3231
4113452,4592
4113502,23242
4113601,4819
4113700,575377
4113734,7240
4113759,4744
4113809,4945
4113908,13663
4114005,13014
4114104,23100
4114203,34515
4114302,27315
4114351,2506
4114401,16642
4114500,13510
4114609,53495
4114708,5634
4114807,35804
4114906,8814
4115002,7084
4115101,10336
4115200,430157
4115309,6632
4115358,5582
4115408,14387
4115457,4340
4115507,4677
4115606,18107
4115705,35219
4115739,3206
4115754,10800
4115804,46574
4115853,5577
4115903,2196
4116000,1796
4116059,10704
4116109,12042
4116208,16446
4116307,4009
4116406,4008
4116505,1551
4116604,3434
4116703,10299
4116802,5061
4116901,27984
4116950,5030
4117008,8136
4117057,11507
4117107,13200
4117206,5826
4117214,4277
4117222,8266
4117255,10544
4117271,5448
4117297,2840
4117305,21960
4117404,3425
4117453,6016
4117503,41773
4117602,51755
4117701,33994
4117800,12960
4117909,32121
4118006,14023
4118105,11580
4118204,156174
4118303,3241
4118402,88922
4118451,5684
4118501,83843
4118600,5908
4118709,7387
4118808,14007
4118857,6160
4118907,11321
4119004,6288
4119103,12882
4119152,133490
4119202,6324
4119251,2737
4119301,32559
4119400,25617
4119509,114970
4119608,29994
4119657,3262
4119707,4272
4119806,13431
4119905,355336
4119954,27915
4120002,12748
4120101,4874
4120150,3184
4120200,2556
4120309,4061
4120333,3780
4120358,5095
4120408,5351
4120507,11130
4120606,52513
4120655,4465
4120705,7477
4120804,23911
4120853,4029
4120903,34409
4121000,12232
4121109,4508
4121208,19221
4121257,4476
4121307,3784
4121356,2628
4121406,16950
4121505,14946
4121604,6787
4121703,26825
4121752,8069
4121802,10645
4121901,12948
4122008,15336
4122107,3182
4122156,13255
4122172,4109
4122206,32517
4122305,34411
4122404,67383
4122503,9645
4122602,9622
4122651,4689
4122701,6891
4122800,3483
4122909,4898
4123006,14872
4123105,3266
4123204,3293
4123303,7751
4123402,12186
4123501,26767
4123600,1594
4123709,8523
4123808,14794
4123824,3793
4123857,9410
4123907,11622
4123956,4017
4124004,4954
4124020,10096
4124053,23699
4124103,46251
4124202,2626
4124301,2068
4124400,20261
4124509,5416
4124608,6920
4124707,11128
4124806,10181
4124905,5837
4125001,10056
4125100,15241
4125209,9028
4125308,5543
4125357,5586
4125407,6160
4125456,3627
4125506,329058
4125555,2163
4125605,46705
4125704,27576
4125753,5820
4125803,11046
4125902,2289
4126009,8859
4126108,5750
4126207,6722
4126256,97803
4126272,5539
4126306,19385
4126355,4477
4126405,5216
4126504,16413
4126603,21249
4126652,2930
4126678,15040
4126702,5158
4126801,16345
4126900,5495
4127007,12567
4127106,79792
4127205,17200
4127304,16924
4127403,17522
4127502,20607
4127601,17084
4127700,142645
4127809,7807
4127858,12038
4127882,9022
4127908,8533
4127957,8109
4127965,13095
4128005,20909
4128104,112500
4128203,57913
4128302,2614
4128401,11273
4128500,19386
4128534,12088
4128559,8454
4128609,7174
4128625,2685
4128633,5552
4128658,4022
4128708,6859
4128807,5630
4200051,2548
4200101,17960
4200200,11013
4200309,5509
4200408,7152
4200507,6515
4200556,2354
4200606,6559
4200705,10086
4200754,1926
4200804,5557
4200903,4743
4201000,6957
4201109,3228
4201208,8613
4201257,10848
4201273,4267
4201307,39524
4201406,68867
4201505,8759
4201604,3549
4201653,2234
4201703,7978
4201802,3195
4201901,5683
4201950,13430
4202008,145796
4202057,11035
4202073,11260
4202081,2648
4202099,1651
4202107,29860
4202131,6362
4202156,2709
4202206,11775
4202305,69486
4202404,361855
4202438,3488
4202453,20335
4202503,4772
4202537,3057
4202578,2139
4202602,10060
4202701,5322
4202800,33876
4202859,3769
4202875,2368
4202909,137689
4203006,79313
4203105,6130
4203154,3335
4203204,85105
4203253,2496
4203303,11981
4203402,6952
4203501,8418
4203600,36556
4203709,12398
4203808,54480
4203907,23035
4203956,25177
4204004,10984
4204103,3551
4204152,2719
4204178,3068
4204194,3006
4204202,224013
4204251,16821
4204301,75167
4204350,4520
4204400,9940
4204459,2555
4204509,16107
4204558,12553
4204608,217311
4204707,11118
4204756,1967
4204806,39893
4204905,8192
4205001,15545
4205100,4186
4205159,4115
4205175,3218
4205191,2061
4205209,4418
4205308,10649
4205357,1579
4205407,508826
4205431,2495
4205456,27211
4205506,36584
4205555,1970
4205605,2791
4205704,23579
4205803,18484
4205902,70793
4206009,14606
4206108,6595
4206207,11577
4206306,24382
4206405,10026
4206504,45797
4206603,5178
4206652,4698
4206702,22714
4206751,1954
4206801,3178
4206900,19096
4207007,57247
4207106,14359
4207205,9948
4207304,45286
4207403,6241
4207502,70900
4207577,2962
4207601,4406
4207650,9045
4207684,7579
4207700,7620
4207759,3938
4207809,10498
4207858,1909
4207908,11289
4208005,6129
4208104,21780
4208203,223112
4208302,67338
4208401,17007
4208450,21177
4208500,25355
4208609,3918
4208708,10376
4208807,20288
4208906,181173
4208955,1546
4209003,30404
4209102,597658
4209151,5007
4209177,2092
4209201,2247
4209300,157349
4209409,46122
4209458,1418
4209508,7063
4209607,15313
4209706,12115
4209805,3000
4209854,4546
4209904,12315
4210001,13107
4210035,5684
4210050,1766
4210100,56561
4210209,3454
4210308,8156
4210407,7378
4210506,26116
4210555,1750
4210605,17125
4210704,2480
4210803,7001
4210852,2283
4210902,4218
4211009,11889
4211058,9906
4211108,8269
4211207,17947
4211256,2888
4211306,83626
4211405,5092
4211454,4329
4211504,14782
4211603,15342
4211652,2404
4211702,23038
4211751,18975
4211801,7272
4211850,2207
4211876,1474
4211892,2356
4211900,175272
4212007,7372
4212056,2650
4212106,16157
4212205,19422
4212239,3360
4212254,9048
4212270,4109
4212304,7569
4212403,3953
4212502,33284
4212601,2760
4212650,10159
4212700,5905
4212809,23772
4212908,20712
4213005,3596
4213104,3745
4213153,2888
4213203,34010
4213302,4650
4213351,3420
4213401,11634
4213500,21932
4213609,35543
4213708,17712
4213807,7312
4213906,1547
4214003,17726
4214102,2283
4214151,2937
4214201,9829
4214300,2887
4214409,6202
4214508,5902
4214607,7520
4214706,11808
4214805,72006
4214904,4620
4215000,42495
4215059,2483
4215075,4561
4215109,11600
4215208,4684
4215307,7659
4215356,3754
4215406,4756
4215455,12905
4215505,16918
4215554,2200
4215604,2147
4215653,8378
4215679,8773
4215687,2372
4215695,1235
4215703,23579
4215752,2287
4215802,85421
4215901,2814
4216008,11369
4216057,5598
4216107,9434
4216206,53746
4216255,6402
4216305,38583
4216354,3759
4216404,7315
4216503,27139
4216602,250181
4216701,13820
4216800,8173
4216909,24291
4217006,13650
4217105,3171
4217154,1807
4217204,40868
4217253,5935
4217303,9810
4217402,21991
4217501,17576
4217550,3256
4217600,14092
4217709,30733
4217758,2423
4217808,18486
4217907,8662
4217956,1619
4218004,39155
4218103,5343
4218202,44977
4218251,7941
4218301,19366
4218350,3966
4218400,7093
4218509,7991
4218608,7434
4218707,106422
4218756,4525
4218806,12990
4218855,2412
4218905,11273
4218954,2459
4219002,21344
4219101,3571
4219150,2432
4219176,4451
4219200,6329
4219309,53610
4219358,4943
4219408,3998
4219507,51642
4219606,3903
4219705,28983
4219853,3398
4220000,12946
4300034,4942
4300059,3743
4300109,16401
4300208,6987
4300307,5827
4300406,73028
4300455,3374
4300471,1949
4300505,6067
4300554,1613
4300570,3036
4300604,211352
4300638,7085
4300646,7403
4300661,1343
4300703,5961
4300802,13045
4300851,3562
4300877,5771
4300901,6189
4301008,20967
4301057,10279
4301073,2951
4301107,14177
4301206,13413
4301305,18238
4301404,10423
4301503,6602
4301552,3535
4301602,121335
4301636,14363
4301651,6202
4301701,6620
4301750,7519
4301800,5256
4301859,3257
4301875,4227
4301909,13556
4301925,1655
4301958,2551
4302006,11182
4302055,1958
4302105,121803
4302154,2092
4302204,6712
4302220,2468
4302238,2616
4302253,2778
4302303,11309
4302352,14255
4302378,1899
4302402,12390
4302451,7702
4302501,6205
4302584,2111
4302600,3311
4302659,5104
4302709,20952
4302808,33548
4302907,12423
4303004,81869
4303103,131240
4303202,5074
4303301,4823
4303400,4700
4303509,66478
4303558,2742
4303608,6406
4303673,3395
4303707,5398
4303806,5438
4303905,69458
4304002,4376
4304101,3295
4304200,31421
4304309,6151
4304358,9647
4304408,45488
4304507,56211
4304606,348208
4304614,1705
4304622,1641
4304630,54051
4304655,3699
4304663,25409
4304671,4728
4304689,12064
4304697,2763
4304705,62265
4304713,8350
4304804,30241
4304853,1351
4304903,9051
4304952,3216
4305009,8701
4305108,517451
4305116,2877
4305124,6047
4305132,4706
4305157,2296
4305173,12413
4305207,14189
4305306,9239
4305355,41258
4305371,3252
4305405,3719
4305439,6770
4305447,5480
4305454,16583
4305504,4719
4305587,2469
4305603,3130
4305702,6759
4305801,9907
4305835,1495
4305850,2286
4305871,2520
4305900,7268
4305934,1614
4305959,3838
4305975,2743
4306007,13357
4306056,8067
4306072,2844
4306106,59922
4306130,1799
4306205,12402
4306304,4736
4306320,2761
4306353,2378
4306379,3002
4306403,33119
4306429,2008
4306452,3405
4306502,15487
4306551,2527
4306601,38339
4306700,2999
4306734,4462
4306759,1975
4306767,41902
4306809,22880
4306908,25960
4306924,982
4306932,8411
4306957,2758
4306973,2982
4307005,106633
4307054,3170
4307104,6814
4307203,4819
4307302,6802
4307401,3287
4307450,2885
4307500,15591
4307559,5940
4307609,50672
4307708,83279
4307807,34399
4307815,3650
4307831,2352
4307864,2741
4307906,73061
4308003,6663
4308052,2284
4308078,4608
4308102,13640
4308201,31063
4308250,1737
4308300,10241
4308409,6616
4308433,2400
4308458,4285
4308508,31498
4308607,35440
4308656,2886
4308706,5489
4308805,8361
4308854,1626
4308904,16184
4309001,15863
4309050,8204
4309100,36555
4309126,2058
4309159,4352
4309209,283620
4309258,1490
4309308,98239
4309407,25968
4309506,7463
4309555,4917
4309571,3019
4309605,19389
4309654,6836
4309704,4736
4309753,4399
4309803,4699
4309902,7265
4309951,4000
4310009,20413
4310108,37340
4310207,83764
4310306,4066
4310330,23271
4310363,3100
4310405,6109
4310413,2215
4310439,6689
4310462,1880
4310504,7141
4310538,5537
4310553,3460
4310579,2065
4310603,37489
4310652,2397
4310702,3231
4310751,1881
4310801,24690
4310850,3773
4310876,2706
4310900,3546
4311007,26500
4311106,10765
4311122,3662
4311130,3486
4311155,8566
4311205,19224
4311239,2921
4311254,6461
4311270,1607
4311304,27778
4311403,85033
4311429,2566
4311502,7444
4311601,5152
4311627,6125
4311643,1719
4311700,5427
4311718,4562
4311734,2973
4311759,7307
4311775,6681
4311791,2702
4311809,44858
4311908,4319
4311981,3888
4312005,2009
4312054,3995
4312104,4797
4312138,2542
4312153,4573
4312179,1629
4312203,4314
4312252,8103
4312302,4911
4312351,1441
4312377,3232
4312385,2530
4312401,65721
4312427,3113
4312443,2919
4312450,6589
4312476,6513
4312500,12847
4312609,4961
4312617,3173
4312625,1897
4312658,17758
4312674,1674
4312708,11633
4312757,3663
4312807,4826
4312906,10005
4312955,1753
4313003,3337
4313011,2688
4313037,5410
4313060,21875
4313086,2558
4313102,6515
4313201,21536
4313300,27648
4313334,2218
4313359,3717
4313375,29905
4313391,4222
4313409,247032
4313425,3256
4313441,2200
4313466,1712
4313490,4175
4313508,46414
4313607,3778
4313656,11330
4313706,33131
4313805,7056
4313904,44128
4313953,9083
4314001,7727
4314027,7623
4314035,3862
4314050,58858
4314068,5747
4314076,6574
4314100,204722
4314134,2299
4314159,8515
4314175,1954
4314209,7706
4314308,3857
4314407,343132
4314423,5738
4314456,2580
4314464,1918
4314472,4329
4314498,4899
4314506,12195
4314548,3036
4314555,2254
4314605,20704
4314704,10019
4314753,2101
4314779,3901
4314787,1524
4314803,37561
4314902,1488252
4315008,4594
4315057,2352
4315073,1308
4315107,10194
4315131,1612
4315149,2937
4315156,6239
4315172,1938
4315206,3889
4315305,22607
4315313,1856
4315321,2790
4315354,3803
4315404,11669
4315453,2079
4315503,15744
4315552,2660
4315602,211965
4315701,38265
4315750,4676
4315800,11471
4315909,5868
4315958,2296
4316006,21453
4316105,10617
4316204,5080
4316303,6797
4316402,39314
4316428,2605
4316436,2622
4316451,12481
4316477,2733
4316501,7889
4316600,16328
4316709,7909
4316733,1634
4316758,6681
4316808,131365
4316907,283677
4316956,6364
4316972,2578
4317004,8067
4317103,76321
4317202,73575
4317251,1726
4317301,29483
4317400,49360
4317509,77568
4317558,2123
4317608,43171
4317707,10050
4317756,2019
4317806,13848
4317905,14216
4317954,2305
4318002,60019
4318051,3083
4318101,18205
4318200,21801
4318309,62147
4318408,24412
4318424,4641
4318432,2543
4318440,2816
4318457,2514
4318465,1943
4318481,4865
4318499,2056
4318507,27721
4318606,6922
4318614,2437
4318622,3543
4318705,238648
4318804,43540
4318903,33293
4319000,21658
4319109,5380
4319125,3231
4319158,7683
4319208,5208
4319307,5720
4319356,3842
4319364,2017
4319372,2949
4319406,16148
4319505,25959
4319604,23555
4319703,3259
4319711,2245
4319737,2729
4319752,2266
4319802,8732
4319901,80037
4320008,141808
4320107,24763
4320206,10713
4320230,2891
4320263,7444
4320305,5107
4320321,2770
4320354,5609
4320404,17795
4320453,1924
4320503,5315
4320552,6537
4320578,1950
4320602,3631
4320651,2374
4320677,10162
4320701,15005
4320800,31035
4320859,4769
4320909,24552
4321006,10577
4321105,17332
4321204,57584
4321303,26885
4321329,3077
4321352,5483
4321402,13434
4321436,11315
4321451,33766
4321469,3055
4321477,5616
4321493,2772
4321501,39064
4321600,52632
4321626,2334
4321634,2643
4321667,11115
4321709,28581
4321808,23876
4321832,2669
4321857,4251
4321907,23852
4321956,5791
4322004,29856
4322103,5644
4322152,4577
4322186,1459
4322202,24068
4322251,4939
4322301,7810
4322327,3423
4322343,1983
4322350,1118
4322376,2321
4322400,126866
4322509,66575
4322525,3515
4322533,11828
4322541,5981
4322558,2122
4322608,71973
4322707,27099
4322806,26533
4322855,1795
4322905,4690
4323002,256302
4323101,4599
4323200,2860
4323309,3396
4323358,2080
4323408,4363
4323457,4277
4323507,2739
4323606,1557
4323705,2855
4323754,3092
4323770,3031
4323804,16775
5000203,15776
5000252,5417
5000609,39826
5000708,25237
5000807,9076
5000856,10932
5000906,9020
5001003,26069
5001102,48029
5001243,12332
5001508,7266
5001904,23325
5002001,11349
5002100,24735
5002159,7838
5002209,22190
5002308,11853
5002407,30593
5002605,13693
5002704,906092
5002803,6182
5002902,22002
5002951,25865
5003108,6054
5003157,15352
5003207,112058
5003256,21142
5003306,33459
5003454,12984
5003488,11467
5003504,5975
5003702,225495
5003751,12400
5003801,19170
5003900,3059
5004007,9950
5004106,9824
5004304,16176
5004403,7588
5004502,25162
5004601,21376
5004700,23232
5004809,9243
5004908,7265
5005004,26238
5005103,4021
5005152,6787
5005202,23689
5005251,7419
5005400,48022
5005608,28220
5005681,18473
5005707,55689
5005806,13862
5006002,22430
5006200,55224
5006259,3684
5006275,5654
5006309,42276
5006358,14404
5006408,7621
5006606,93937
5006903,17298
5007109,24966
5007208,38186
5007307,4793
5007406,19973
5007505,5079
5007554,7900
5007695,27221
5007703,10771
5007802,6542
5007901,59245
5007935,19721
5007950,11674
5007976,3588
5008008,22269
5008305,123281
5008404,6109
5100102,5334
5100201,26204
5100250,51959
5100300,19385
5100359,6936
5100409,12151
5100508,11473
5100607,11133
5100805,10283
5101001,3109
5101209,946
5101258,16951
5101308,9502
5101407,22714
5101605,8164
5101704,35307
5101803,61135
5101852,6706
5101902,20140
5102504,94861
5102603,16919
5102637,36143
5102678,45740
5102686,7070
5102694,4728
5102702,21842
5102793,10199
5102850,8749
5103007,19453
5103056,12245
5103106,5681
5103205,33649
5103254,39861
5103304,21008
5103353,31510
5103361,4101
5103379,20238
5103403,618124
5103437,5241
5103452,9544
5103502,22178
5103601,8159
5103700,14522
5103809,3452
5103858,7782
5103908,5592
5103957,3008
5104104,36130
5104203,15245
5104500,2779
5104526,7920
5104542,6885
5104559,3704
5104609,13552
5104807,27807
5104906,8451
5105002,8582
5105101,35121
5105150,41101
5105176,16335
5105200,11176
5105234,6186
5105259,67620
5105309,2058
5105507,16271
5105580,10301
5105606,16793
5105622,27941
5105903,15334
5106000,5923
5106109,13104
5106158,15685
5106174,3932
5106182,6751
5106190,3737
5106208,3805
5106216,12831
5106224,46813
5106232,20563
5106240,12298
5106257,20944
5106265,9363
5106273,4051
5106281,4938
5106299,11244
5106307,22861
5106315,2705
5106372,17446
5106422,35338
5106455,2649
5106505,33315
5106653,6843
5106703,1550
5106752,45774
5106778,12685
5106802,5363
5106828,12097
5106851,2877
5107008,15916
5107040,63092
5107065,17937
5107107,18846
5107156,2743
5107180,10329
5107198,2422
5107206,5150
5107248,4563
5107263,3155
5107297,4450
5107305,21011
5107354,5620
5107404,4771
5107578,4036
5107602,236042
5107701,17054
5107743,2633
5107750,3295
5107768,3506
5107776,8460
5107792,5334
5107800,16999
5107859,11843
5107875,26688
5107883,1678
5107909,146005
5107925,92769
5107941,9429
5107958,105711
5108006,14046
5108055,9473
5108105,3824
5108204,3547
5108303,3490
5108352,3126
5108402,287526
5108501,11402
5108600,26496
5108808,4464
5108857,3304
5108907,8850
5108956,9277
5200050,8958
5200100,20461
5200134,22546
5200159,2516
5200175,5793
5200209,1830
5200258,217698
5200308,28010
5200506,1986
5200555,6605
5200605,7688
5200803,8705
5200829,3845
5200852,6164
5200902,3069
5201108,391772
5201207,1160
5201306,21981
5201405,590146
5201454,2474
5201504,4232
5201603,3486
5201702,20273
5201801,10496
5202155,7783
5202353,2536
5202502,10110
5202601,3058
5202809,2409
5203104,5280
5203203,11408
5203302,30492
5203401,8869
5203500,25648
5203559,9919
5203575,4493
5203609,3746
5203807,5797
5203906,9484
5203939,2476
5203962,3283
5204003,8046
5204102,12666
5204201,1342
5204250,8031
5204300,16270
5204409,19107
5204508,93196
5204557,3848
5204607,3649
5204656,3632
5204706,12764
5204805,7738
5204854,7940
5204904,20007
5204953,1830
5205000,10186
5205059,3407
5205109,110983
5205208,5101
5205307,9725
5205406,22306
5205455,8703
5205471,10486
5205497,72890
5205513,20504
5205521,3360
5205703,2290
5205802,11169
5205901,9869
5206206,60210
5206305,2964
5206404,17044
5206503,3472
5206602,2837
5206701,3306
5206800,2953
5206909,2094
5207105,2479
5207253,7247
5207352,3688
5207402,12467
5207501,3264
5207535,6576
5207600,5553
5207808,13449
5207907,17005
5208004,123684
5208103,4172
5208152,3880
5208301,4778
5208400,11224
5208509,5625
5208608,71075
5208707,1536097
5208806,45296
5208905,22381
5209101,34202
5209150,5988
5209200,14207
5209291,1951
5209408,3846
5209457,1737
5209606,3733
5209705,22124
5209804,3508
5209903,14082
5209937,6235
5209952,15787
5210000,53259
5210109,27174
5210158,2893
5210208,31499
5210307,2786
5210406,43622
5210562,4685
5210604,5206
5210802,4475
5210901,23421
5211008,4685
5211206,25681
5211305,7259
5211404,8960
5211503,105809
5211602,2334
5211701,6025
5211800,51338
5211909,102065
5212006,2860
5212055,2506
5212105,7402
5212204,18371
5212253,1621
5212303,7651
5212501,211508
5212600,2363
5212709,9081
5212808,9363
5212907,2250
5212956,4336
5213004,14327
5213053,2583
5213087,28793
5213103,68154
5213400,1501
5213509,8684
5213707,8047
5213756,13672
5213772,4509
5213806,46548
5213855,2232
5213905,4206
5214002,15870
5214051,4713
5214101,3764
5214408,9260
5214507,30395
5214606,46730
5214705,2357
5214804,2222
5214838,12945
5214861,8112
5214879,2934
5214903,3236
5215009,10018
5215207,2843
5215231,117703
5215256,4544
5215306,15725
5215405,3723
5215504,6782
5215603,34430
5215652,3467
5215702,29392
5215801,2381
5215900,3582
5216007,2603
5216304,10140
5216403,10980
5216452,3143
5216809,10261
5216908,2194
5217104,24548
5217203,10272
5217302,25064
5217401,31686
5217609,90640
5217708,17860
5218003,45633
5218052,3931
5218102,4022
5218300,37414
5218391,3203
5218508,50701
5218607,10940
5218706,4817
5218789,4612
5218805,241518
5218904,19947
5219001,7632
5219100,6634
5219209,2819
5219258,5523
5219308,38808
5219357,3815
5219407,8935
5219456,3355
5219506,2252
5219605,3280
5219704,8562
5219712,4854
5219738,6440
5219753,75829
5219803,13103
5219902,6267
5220009,14085
5220058,1345
5220108,34157
5220157,5215
5220207,21920
5220264,4082
5220280,2037
5220405,20985
5220454,118451
5220504,8642
5220603,20816
5220686,6879
5220702,3001
5221007,3521
5221080,3498
5221197,8186
5221304,2830
5221403,129823
5221452,3498
5221502,4564
5221551,5365
5221577,2840
5221601,40840
5221700,13818
5221809,3066
5221858,172135
5221908,3838
5222005,13977
5222054,8873
5222203,6312
5222302,5882
5300108,3055149
