ibge_code,population,date
2512309,23549,2020
2512408,13741,2020
2512507,44179,2020
2512606,1983,2020
2512705,19798,2020
2512721,6114,2020
2512747,3619,2020
2512754,4541,2020
2512762,4540,2020
2512788,1974,2020
2512804,8541,2020
2512903,24218,2020
2513000,3931,2020
2513109,12131,2020
2513158,6541,2020
2513208,6581,2020
2513307,5871,2020
2513356,3593,2020
2513406,15426,2020
2513505,5129,2020
2513604,6986,2020
2513653,2639,2020
2513703,137349,2020
2513802,4562,2020
2513851,2509,2020
2513901,34344,2020
2513927,4566,2020
2513943,2630,2020
2513968,3097,2020
2513984,3384,2020
2514008,4184,2020
2514107,4415,2020
2514206,7626,2020
2514305,6376,2020
2514404,4656,2020
2514453,5998,2020
2514503,20329,2020
2514552,3950,2020
2514602,3588,2020
2514651,1811,2020
2514701,4147,2020
2514800,3618,2020
2514909,7702,2020
2515005,7410,2020
2515104,11728,2020
2515203,3512,2020
2515302,52804,2020
2515401,10848,2020
2515500,13754,2020
2515609,3131,2020
2515708,2916,2020
2515807,7021,2020
2515906,6068,2020
2515930,5089,2020
2515971,7815,2020
2516003,26227,2020
2516102,15102,2020
2516151,3594,2020
2516201,69723,2020
2516300,17031,2020
2516409,10969,2020
2516508,15441,2020
2516607,14759,2020
2516706,15248,2020
2516755,3081,2020
2516805,9464,2020
2516904,15300,2020
2517001,9911,2020
2517100,2841,2020
2517209,5372,2020
2517407,2255,2020
2600054,100346,2020
2600104,37404,2020
2600203,19810,2020
2600302,25065,2020
2600401,37082,2020
2600500,43686,2020
2600609,14718,2020
2600708,38397,2020
2600807,22984,2020
2600906,22870,2020
2601003,11226,2020
2601052,20733,2020
2601102,84864,2020
2601201,74822,2020
2601300,14510,2020
2601409,42764,2020
2601508,12122,2020
2601607,20730,2020
2601706,76687,2020
2601805,12765,2020
2601904,60880,2020
2602001,38378,2020
2602100,48767,2020
2602209,39983,2020
2602308,38117,2020
2602407,8987,2020
2602506,7488,2020
2602605,51225,2020
2602704,13190,2020
2602803,58919,2020
2602902,208944,2020
2603009,34503,2020
2603108,20501,2020
2603207,28904,2020
2603306,11018,2020
2603405,5747,2020
2603454,158899,2020
2603504,18900,2020
2603603,8572,2020
2603702,24773,2020
2603801,20048,2020
2603900,19609,2020
2603926,13025,2020
2604007,84395,2020
2604106,365278,2020
2604155,14368,2020
2604205,43340,2020
2604304,11891,2020
2604403,13556,2020
2604502,21815,2020
2604601,26590,2020
2604700,18268,2020
2604809,12560,2020
2604908,10192,2020
2605004,24173,2020
2605103,37375,2020
2605152,19079,2020
2605202,69292,2020
2605301,31766,2020
2605400,22247,2020
2605459,3101,2020
2605509,12170,2020
2605608,22618,2020
2605707,33184,2020
2605806,15546,2020
2605905,31318,2020
2606002,140577,2020
2606101,30751,2020
2606200,80055,2020
2606309,7537,2020
2606408,84699,2020
2606507,19241,2020
2606606,29412,2020
2606705,7768,2020
2606804,118370,2020
2606903,12247,2020
2607000,23645,2020
2607109,4543,2020
2607208,97669,2020
2607307,31187,2020
2607406,4966,2020
2607505,26308,2020
2607604,26672,2020
2607653,36471,2020
2607703,13553,2020
2607752,26900,2020
2607802,17006,2020
2607901,706867,2020
2607950,11644,2020
2608008,17228,2020
2608057,14850,2020
2608107,33328,2020
2608206,16011,2020
2608255,11485,2020
2608305,14922,2020
2608404,15431,2020
2608453,18252,2020
2608503,21460,2020
2608602,13224,2020
2608701,16318,2020
2608750,25849,2020
2608800,40589,2020
2608909,56198,2020
2609006,25472,2020
2609105,16321,2020
2609154,21776,2020
2609204,11220,2020
2609303,15470,2020
2609402,63294,2020
2609501,32573,2020
2609600,393115,2020
2609709,23935,2020
2609808,15152,2020
2609907,69969,2020
2610004,63500,2020
2610103,7600,2020
2610202,26456,2020
2610301,11566,2020
2610400,22106,2020
2610509,28894,2020
2610608,56933,2020
2610707,334376,2020
2610806,22668,2020
2610905,67735,2020
2611002,36901,2020
2611101,354317,2020
2611200,11305,2020
2611309,27148,2020
2611408,15101,2020
2611507,26175,2020
2611533,6805,2020
2611606,1653461,2020
2611705,20646,2020
2611804,47616,2020
2611903,23628,2020
2612000,9764,2020
2612109,11068,2020
2612208,61249,2020
2612307,15862,2020
2612406,26890,2020
2612455,15558,2020
2612471,12650,2020
2612505,109897,2020
2612554,14562,2020
2612604,42100,2020
2612703,14223,2020
2612802,11865,2020
2612901,16069,2020
2613008,60042,2020
2613107,37368,2020
2613206,22899,2020
2613305,21398,2020
2613404,21586,2020
2613503,34021,2020
2613602,34056,2020
2613701,114079,2020
2613800,18085,2020
2613909,86915,2020
2614006,19196,2020
2614105,36050,2020
2614204,46361,2020
2614303,11270,2020
2614402,6021,2020
2614501,65647,2020
2614600,28704,2020
2614709,12859,2020
2614808,26106,2020
2614857,23623,2020
2615003,29127,2020
2615102,7198,2020
2615201,10206,2020
2615300,52802,2020
2615409,46164,2020
2615508,13813,2020
2615607,30816,2020
2615706,15243,2020
2615805,27551,2020
2615904,8256,2020
2616001,18661,2020
2616100,9553,2020
2616183,7571,2020
2616209,20954,2020
2616308,32772,2020
2616407,139583,2020
2616506,14757,2020
2700102,20230,2020
2700201,17526,2020
2700300,233047,2020
2700409,47365,2020
2700508,16068,2020
2700607,8378,2020
2700706,18338,2020
2700805,4284,2020
2700904,6710,2020
2701001,27356,2020
2701100,10460,2020
2701209,10889,2020
2701308,21331,2020
2701357,6954,2020
2701407,57537,2020
2701506,9567,2020
2701605,17719,2020
2701704,16979,2020
2701803,9159,2020
2701902,7311,2020
2702009,10643,2020
2702108,21818,2020
2702207,5864,2020
2702306,57294,2020
2702355,24309,2020
2702405,52262,2020
2702504,11067,2020
2702553,18255,2020
2702603,22178,2020
2702702,4779,2020
2702801,12807,2020
2702900,41237,2020
2703007,15627,2020
2703106,25613,2020
2703205,24586,2020
2703304,18392,2020
2703403,5219,2020
2703502,7006,2020
2703601,8403,2020
2703700,5761,2020
2703759,11536,2020
2703809,24081,2020
2703908,4137,2020
2704005,24722,2020
2704104,17771,2020
2704203,28771,2020
2704302,1025360,2020
2704401,19864,2020
2704500,33032,2020
2704609,9004,2020
2704708,52380,2020
2704807,13193,2020
2704906,3494,2020
2705002,25207,2020
2705101,24634,2020
2705200,18031,2020
2705309,5322,2020
2705408,7165,2020
2705507,28333,2020
2705606,12764,2020
2705705,21738,2020
2705804,9441,2020
2705903,5128,2020
2706000,11657,2020
2706109,11535,2020
2706208,5037,2020
2706307,73337,2020
2706406,24351,2020
2706422,10539,2020
2706448,13332,2020
2706505,15258,2020
2706604,7560,2020
2706703,63846,2020
2706802,17848,2020
2706901,35212,2020
2707008,2905,2020
2707107,25183,2020
2707206,14418,2020
2707305,27249,2020
2707404,7701,2020
2707503,20112,2020
2707602,11248,2020
2707701,75394,2020
2707800,6649,2020
2707909,7320,2020
2708006,47819,2020
2708105,10687,2020
2708204,6969,2020
2708303,23996,2020
2708402,32405,2020
2708501,34692,2020
2708600,61797,2020
2708709,8013,2020
2708808,34290,2020
2708907,13936,2020
2708956,13921,2020
2709004,6138,2020
2709103,20072,2020
2709152,44372,2020
2709202,27826,2020
2709301,65790,2020
2709400,25693,2020
2800100,2380,2020
2800209,21681,2020
2800308,664908,2020
2800407,9947,2020
2800506,18686,2020
2800605,30930,2020
2800670,26899,2020
2800704,8353,2020
2801009,18218,2020
2801108,4006,2020
2801207,30402,2020
2801306,34514,2020
2801405,22239,2020
2801504,16937,2020
2801603,5913,2020
2801702,18029,2020
2801900,3998,2020
2802007,5215,2020
2802106,69556,2020
2802205,5601,2020
2802304,15556,2020
2802403,11601,2020
2802502,3384,2020
2802601,5824,2020
2802700,8521,2020
2802809,18149,2020
2802908,96142,2020
2803005,42166,2020
2803104,4886,2020
2803203,34709,2020
2803302,18907,2020
2803401,13429,2020
2803500,105221,2020
2803609,30080,2020
2803708,6961,2020
2803807,3699,2020
2803906,12653,2020
2804003,17271,2020
2804102,11348,2020
2804201,15175,2020
2804300,7639,2020
2804409,18703,2020
2804458,8809,2020
2804508,37324,2020
2804607,26795,2020
2804706,6496,2020
2804805,185706,2020
2804904,14540,2020
2805000,3285,2020
2805109,9665,2020
2805208,6627,2020
2805307,9359,2020
2805406,35122,2020
2805505,23867,2020
2805604,28693,2020
2805703,29692,2020
2805802,19809,2020
2805901,10284,2020
2806008,18773,2020
2806107,11008,2020
2806206,20025,2020
2806305,14121,2020
2806404,7844,2020
2806503,3923,2020
2806602,12151,2020
2806701,91093,2020
2806800,11207,2020
2806909,3781,2020
2807006,3947,2020
2807105,40606,2020
2807204,8970,2020
2807303,3249,2020
2807402,52530,2020
2807501,13535,2020
2807600,25550,2020
2900108,8710,2020
2900207,20347,2020
2900306,15187,2020
2900355,17126,2020
2900405,17033,2020
2900504,10560,2020
2900603,4416,2020
2900702,152327,2020
2900801,22490,2020
2900900,5366,2020
2901007,37441,2020
2901106,25048,2020
2901155,16090,2020
2901205,21607,2020
2901304,13132,2020
2901353,14503,2020
2901403,13938,2020
2901502,11297,2020
2901601,19479,2020
2901700,11677,2020
2901809,11878,2020
2901908,17788,2020
2901957,7302,2020
2902005,13045,2020
2902054,12208,2020
2902104,54648,2020
2902203,11461,2020
2902252,10961,2020
2902302,8837,2020
2902401,11299,2020
2902500,13929,2020
2902609,20449,2020
2902658,13240,2020
2902708,53910,2020
2902807,20392,2020
2902906,31209,2020
2903003,13833,2020
2903102,5612,2020
2903201,156975,2020
2903235,15054,2020
2903276,16105,2020
2903300,5448,2020
2903409,23437,2020
2903508,17109,2020
2903607,15984,2020
2903706,12329,2020
2903805,18531,2020
2903904,69662,2020
2903953,9823,2020
2904001,14446,2020
2904050,16884,2020
2904100,21497,2020
2904209,10129,2020
2904308,14222,2020
2904407,10618,2020
2904506,10130,2020
2904605,67335,2020
2904704,18306,2020
2904753,21276,2020
2904803,6488,2020
2904852,18911,2020
2904902,33567,2020
2905008,23291,2020
2905107,9058,2020
2905156,14608,2020
2905206,51081,2020
2905305,18513,2020
2905404,18427,2020
2905503,13391,2020
2905602,32006,2020
2905701,304302,2020
2905800,35382,2020
2905909,28820,2020
2906006,71487,2020
2906105,9703,2020
2906204,26325,2020
2906303,30906,2020
2906402,8181,2020
2906501,87458,2020
2906600,14368,2020
2906709,25053,2020
2906808,34882,2020
2906824,16753,2020
2906857,11616,2020
2906873,30862,2020
2906899,8801,2020
2906907,22093,2020
2907004,9346,2020
2907103,29070,2020
2907202,72545,2020
2907301,26318,2020
2907400,3599,2020
2907509,54970,2020
2907558,9316,2020
2907608,17280,2020
2907707,11200,2020
2907806,32576,2020
2907905,17352,2020
2908002,16549,2020
2908101,18807,2020
2908200,22762,2020
2908309,17165,2020
2908408,67013,2020
2908507,33398,2020
2908606,26035,2020
2908705,17178,2020
2908804,4045,2020
2908903,22495,2020
2909000,8642,2020
2909109,14149,2020
2909208,15717,2020
2909307,32191,2020
2909406,13769,2020
2909505,5351,2020
2909604,21163,2020
2909703,13947,2020
2909802,63591,2020
2909901,34886,2020
2910008,10525,2020
2910057,82432,2020
2910107,12240,2020
2910206,4065,2020
2910305,8126,2020
2910404,16446,2020
2910503,41901,2020
2910602,37578,2020
2910701,60858,2020
2910727,114396,2020
2910750,17845,2020
2910776,5661,2020
2910800,619609,2020
2910859,16345,2020
2910909,5629,2020
2911006,10575,2020
2911105,25857,2020
2911204,32596,2020
2911253,4440,2020
2911303,11259,2020
2911402,15234,2020
2911501,6985,2020
2911600,20762,2020
2911659,6646,2020
2911709,84928,2020
2911808,20700,2020
2911857,12987,2020
2911907,24121,2020
2912004,9031,2020
2912103,21378,2020
2912202,19786,2020
2912301,16230,2020
2912400,18319,2020
2912509,14947,2020
2912608,4046,2020
2912707,23404,2020
2912806,8690,2020
2912905,14882,2020
2913002,16403,2020
2913101,17080,2020
2913200,27003,2020
2913309,6220,2020
2913408,15650,2020
2913457,13091,2020
2913507,26963,2020
2913606,159923,2020
2913705,40333,2020
2913804,14354,2020
2913903,45922,2020
2914000,59435,2020
2914109,9911,2020
2914208,7279,2020
2914307,8197,2020
2914406,25478,2020
2914505,29173,2020
2914604,73524,2020
2914653,30747,2020
2914703,64646,2020
2914802,213685,2020
2914901,28684,2020
2915007,16110,2020
2915106,12242,2020
2915205,14452,2020
2915304,6825,2020
2915353,14542,2020
2915403,6596,2020
2915502,20398,2020
2915601,64455,2020
2915700,8003,2020
2915809,22754,2020
2915908,6436,2020
2916005,19316,2020
2916104,22337,2020
2916203,8526,2020
2916302,10215,2020
2916401,76795,2020
2916500,35883,2020
2916609,10298,2020
2916708,8347,2020
2916807,19843,2020
2916856,14539,2020
2916906,12528,2020
2917003,36116,2020
2917102,20388,2020
2917201,19030,2020
2917300,28740,2020
2917334,11016,2020
2917359,8277,2020
2917409,14850,2020
2917508,80635,2020
2917607,54673,2020
2917706,33746,2020
2917805,18981,2020
2917904,10726,2020
2918001,156126,2020
2918100,40651,2020
2918209,14557,2020
2918308,10808,2020
2918357,25402,2020
2918407,218162,2020
2918456,8988,2020
2918506,15262,2020
2918555,5768,2020
2918605,5976,2020
2918704,3693,2020
2918753,15770,2020
2918803,24032,2020
2918902,3975,2020
2919009,3758,2020
2919058,8577,2020
2919108,8191,2020
2919157,27274,2020
2919207,201635,2020
2919306,11499,2020
2919405,12373,2020
2919504,46062,2020
2919553,90162,2020
2919603,11332,2020
2919702,18909,2020
2919801,50161,2020
2919900,7787,2020
2919926,21432,2020
2919959,2764,2020
2920007,10206,2020
2920106,18602,2020
2920205,16861,2020
2920304,8359,2020
2920403,13087,2020
2920452,13734,2020
2920502,20393,2020
2920601,44793,2020
2920700,20617,2020
2920809,10380,2020
2920908,13717,2020
2921005,47126,2020
2921054,12283,2020
2921104,22716,2020
2921203,25894,2020
2921302,10893,2020
2921401,18474,2020
2921450,8447,2020
2921500,49278,2020
2921609,8497,2020
2921708,35440,2020
2921807,12052,2020
2921906,8889,2020
2922003,42251,2020
2922052,10673,2020
2922102,26970,2020
2922201,7443,2020
2922250,11417,2020
2922300,29410,2020
2922409,22282,2020
2922508,28594,2020
2922607,14079,2020
2922656,13164,2020
2922706,16472,2020
2922730,7821,2020
2922755,6554,2020
2922805,8279,2020
2922854,9123,2020
2922904,26998,2020
2923001,43783,2020
2923035,12522,2020
2923050,15443,2020
2923100,28304,2020
2923209,21810,2020
2923308,8570,2020
2923357,17511,2020
2923407,21796,2020
2923506,9071,2020
2923605,21695,2020
2923704,32141,2020
2923803,29058,2020
2923902,9686,2020
2924009,118516,2020
2924058,13556,2020
2924108,7394,2020
2924207,16682,2020
2924306,16984,2020
2924405,35175,2020
2924504,16285,2020
2924603,20098,2020
2924652,10394,2020
2924678,10036,2020
2924702,10475,2020
2924801,24964,2020
2924900,9370,2020
2925006,26426,2020
2925105,46879,2020
2925204,39972,2020
2925253,14819,2020
2925303,150658,2020
2925402,6916,2020
2925501,28194,2020
2925600,15160,2020
2925709,12179,2020
2925758,28004,2020
2925808,25433,2020
2925907,27626,2020
2925931,8956,2020
2925956,22633,2020
2926004,41170,2020
2926103,14495,2020
2926202,22334,2020
2926301,33468,2020
2926400,35593,2020
2926509,14612,2020
2926608,53956,2020
2926657,5343,2020
2926707,12932,2020
2926806,15448,2020
2926905,11663,2020
2927002,40976,2020
2927101,9442,2020
2927200,30857,2020
2927309,15862,2020
2927408,2886698,2020
2927507,20883,2020
2927606,14063,2020
2927705,27922,2020
2927804,6278,2020
2927903,10606,2020
2928000,37531,2020
2928059,12449,2020
2928109,39775,2020
2928208,26705,2020
2928307,8966,2020
2928406,28481,2020
2928505,10464,2020
2928604,60131,2020
2928703,102380,2020
2928802,53269,2020
2928901,34266,2020
2928950,9072,2020
2929008,14762,2020
2929057,15468,2020
2929107,21080,2020
2929206,40245,2020
2929255,18789,2020
2929305,37942,2020
2929354,5608,2020
2929370,10505,2020
2929404,11704,2020
2929503,44430,2020
2929602,17409,2020
2929701,17302,2020
2929750,12105,2020
2929800,12943,2020
2929909,44234,2020
2930006,11512,2020
2930105,79424,2020
2930154,31416,2020
2930204,40989,2020
2930303,17321,2020
2930402,14699,2020
2930501,81286,2020
2930600,13446,2020
2930709,135783,2020
2930758,13059,2020
2930766,9701,2020
2930774,23233,2020
2930808,17050,2020
2930907,12516,2020
2931004,20393,2020
2931053,17443,2020
2931103,7928,2020
2931202,21253,2020
2931301,16974,2020
2931350,162438,2020
2931400,7359,2020
2931509,22555,2020
2931608,15022,2020
2931707,13025,2020
2931806,16189,2020
2931905,50798,2020
2932002,24113,2020
2932101,19877,2020
2932200,18847,2020
2932309,27263,2020
2932408,13891,2020
2932457,19402,2020
2932507,18544,2020
2932606,16665,2020
2932705,20413,2020
2932804,19256,2020
2932903,97233,2020
2933000,28800,2020
2933059,14121,2020
2933109,9210,2020
2933158,12625,2020
2933174,8785,2020
2933208,43716,2020
2933257,6153,2020
2933307,341128,2020
2933406,9344,2020
2933455,12180,2020
2933505,20978,2020
2933604,46523,2020
3100104,7006,2020
3100203,23250,2020
3100302,13444,2020
3100401,3994,2020
3100500,9368,2020
3100609,13523,2020
3100708,1992,2020
3100807,4522,2020
3100906,19247,2020
3101003,13599,2020
3101102,25141,2020
3101201,5976,2020
3101300,2665,2020
3101409,3011,2020
3101508,35401,2020
3101607,80494,2020
3101631,6981,2020
3101706,42143,2020
3101805,7436,2020
3101904,19958,2020
3102001,14517,2020
3102050,5894,2020
3102100,10859,2020
3102209,3844,2020
3102308,15169,2020
3102407,3605,2020
3102506,4678,2020
3102605,41396,2020
3102704,9442,2020
3102803,12206,2020
3102852,8557,2020
3102902,11459,2020
3103009,9275,2020
3103108,1587,2020
3103207,2354,2020
3103306,2059,2020
3103405,36712,2020
3103504,117825,2020
3103603,2787,2020
3103702,8453,2020
3103751,6931,2020
3103801,2835,2020
3103900,9401,2020
3104007,107337,2020
3104106,10883,2020
3104205,40380,2020
3104304,15181,2020
3104403,2704,2020
3104452,5269,2020
3104502,17862,2020
3104601,14270,2020
3104700,12678,2020
3104809,4851,2020
3104908,19199,2020
3105004,7803,2020
3105103,23898,2020
3105202,4766,2020
3105301,5778,2020
3105400,32866,2020
3105509,5354,2020
3105608,138204,2020
3105707,5015,2020
3105905,20897,2020
3106002,10262,2020
3106101,3425,2020
3106200,2521564,2020
3106309,26994,2020
3106408,7719,2020
3106507,11872,2020
3106606,4607,2020
3106655,4764,2020
3106705,444784,2020
3106804,3329,2020
3106903,14554,2020
3107000,2498,2020
3107109,40219,2020
3107208,5089,2020
3107307,50256,2020
3107406,51028,2020
3107505,6459,2020
3107604,4244,2020
3107703,6133,2020
3107802,14862,2020
3107901,10537,2020
3108008,17607,2020
3108107,6860,2020
3108206,5444,2020
3108255,11369,2020
3108305,19614,2020
3108404,14949,2020
3108503,6288,2020
3108552,16748,2020
3108602,32405,2020
3108701,4293,2020
3108800,4769,2020
3108909,14410,2020
3109006,40666,2020
3109105,10991,2020
3109204,10353,2020
3109253,3983,2020
3109303,25013,2020
3109402,28121,2020
3109451,6988,2020
3109501,14075,2020
3109600,3591,2020
3109709,11579,2020
3109808,2706,2020
3109907,11749,2020
3110004,45047,2020
3110103,5541,2020
3110202,3974,2020
3110301,14541,2020
3110400,2869,2020
3110509,21801,2020
3110608,29814,2020
3110707,12812,2020
3110806,3730,2020
3110905,16762,2020
3111002,21054,2020
3111101,19752,2020
3111150,3824,2020
3111200,54186,2020
3111309,11651,2020
3111408,8269,2020
3111507,15563,2020
3111606,28842,2020
3111705,4548,2020
3111804,12201,2020
3111903,5594,2020
3112000,14888,2020
3112059,4551,2020
3112109,5451,2020
3112208,4634,2020
3112307,38057,2020
3112406,6890,2020
3112505,9826,2020
3112604,16234,2020
3112653,5514,2020
3112703,15313,2020
3112802,8663,2020
3112901,9308,2020
3113008,23780,2020
3113107,3166,2020
3113206,25669,2020
3113305,33011,2020
3113404,92603,2020
3113503,9414,2020
3113602,6792,2020
3113701,18674,2020
3113800,2646,2020
3113909,12182,2020
3114006,11511,2020
3114105,14947,2020
3114204,22693,2020
3114303,30334,2020
3114402,21268,2020
3114501,19559,2020
3114550,10066,2020
3114600,4049,2020
3114709,3597,2020
3114808,4461,2020
3114907,2254,2020
3115003,3092,2020
3115102,17740,2020
3115201,3946,2020
3115300,75540,2020
3115359,5421,2020
3115409,3653,2020
3115458,6257,2020
3115474,4965,2020
3115508,21610,2020
3115607,1157,2020
3115706,7046,2020
3115805,10346,2020
3115904,3186,2020
3116001,5699,2020
3116100,15345,2020
3116159,13953,2020
3116209,2671,2020
3116308,6799,2020
3116407,4853,2020
3116506,7514,2020
3116605,28859,2020
3116704,7594,2020
3116803,8841,2020
3116902,3120,2020
3117009,6774,2020
3117108,10322,2020
3117207,2813,2020
3117306,28346,2020
3117405,4578,2020
3117504,17503,2020
3117603,5533,2020
3117702,13684,2020
3117801,11748,2020
3117836,7686,2020
3117876,6800,2020
3117900,12082,2020
3118007,55309,2020
3118106,5046,2020
3118205,6969,2020
3118304,129606,2020
3118403,22949,2020
3118502,1784,2020
3118601,668949,2020
3118700,9128,2020
3118809,26611,2020
3118908,8897,2020
3119005,3542,2020
3119104,23668,2020
3119203,9943,2020
3119302,27966,2020
3119401,110290,2020
3119500,9215,2020
3119609,3090,2020
3119708,3441,2020
3119807,3191,2020
3119906,3694,2020
3119955,6382,2020
3120003,2728,2020
3120102,4423,2020
3120151,6760,2020
3120201,12931,2020
3120300,5982,2020
3120409,5156,2020
3120508,10226,2020
3120607,5054,2020
3120706,3639,2020
3120805,15474,2020
3120839,5005,2020
3120870,7799,2020
3120904,80616,2020
3121001,5421,2020
3121100,8016,2020
3121209,7131,2020
3121258,10768,2020
3121308,5029,2020
3121407,7255,2020
3121506,2884,2020
3121605,47825,2020
3121704,3790,2020
3121803,7609,2020
3121902,3424,2020
3122009,19976,2020
3122108,4974,2020
3122207,7614,2020
3122306,240408,2020
3122355,6868,2020
3122405,6025,2020
3122454,11211,2020
3122470,3655,2020
3122504,5048,2020
3122603,4451,2020
3122702,5232,2020
3122801,2997,2020
3122900,6619,2020
3123007,10223,2020
3123106,5154,2020
3123205,13427,2020
3123304,4230,2020
3123403,1533,2020
3123502,1912,2020
3123528,7870,2020
3123601,28320,2020
3123700,11202,2020
3123809,7241,2020
3123858,5377,2020
3123908,15380,2020
3124005,18958,2020
3124104,71551,2020
3124203,25122,2020
3124302,31610,2020
3124401,4710,2020
3124500,11386,2020
3124609,2325,2020
3124708,3491,2020
3124807,8018,2020
3124906,11330,2020
3125002,3923,2020
3125101,36951,2020
3125200,2376,2020
3125309,3221,2020
3125408,4704,2020
3125507,3173,2020
3125606,7504,2020
3125705,15433,2020
3125804,3466,2020
3125903,9696,2020
3125952,11054,2020
3126000,7533,2020
3126109,67822,2020
3126208,9688,2020
3126307,4437,2020
3126406,2967,2020
3126505,10321,2020
3126604,5242,2020
3126703,26369,2020
3126752,5338,2020
3126802,5869,2020
3126901,9664,2020
3126950,3487,2020
3127008,18492,2020
3127057,4561,2020
3127073,5299,2020
3127107,60012,2020
3127206,4392,2020
3127305,6790,2020
3127339,5096,2020
3127354,3164,2020
3127370,3378,2020
3127388,3990,2020
3127404,4355,2020
3127503,6171,2020
3127602,11818,2020
3127701,281046,2020
3127800,15890,2020
3127909,1387,2020
3128006,34573,2020
3128105,14258,2020
3128204,10315,2020
3128253,4989,2020
3128303,19017,2020
3128402,8918,2020
3128501,3775,2020
3128600,6569,2020
3128709,52078,2020
3128808,7051,2020
3128907,8105,2020
3129004,8343,2020
3129103,5577,2020
3129202,6591,2020
3129301,11045,2020
3129400,5010,2020
3129509,25358,2020
3129608,8437,2020
3129657,5369,2020
3129707,13986,2020
3129806,182153,2020
3129905,3492,2020
3130002,2996,2020
3130051,12097,2020
3130101,43817,2020
3130200,11005,2020
3130309,7923,2020
3130408,6610,2020
3130507,12444,2020
3130556,6940,2020
3130606,7358,2020
3130655,7339,2020
3130705,6951,2020
3130804,2776,2020
3130903,24079,2020
3131000,6312,2020
3131109,7560,2020
3131158,18769,2020
3131208,20000,2020
3131307,265409,2020
3131406,4225,2020
3131505,10118,2020
3131604,7027,2020
3131703,120904,2020
3131802,11576,2020
3131901,52446,2020
3132008,5417,2020
3132107,18164,2020
3132206,13435,2020
3132305,12836,2020
3132404,97334,2020
3132503,34936,2020
3132602,4375,2020
3132701,23209,2020
3132800,2056,2020
3132909,10157,2020
3133006,15714,2020
3133105,15423,2020
3133204,12244,2020
3133303,21029,2020
3133402,15379,2020
3133501,21761,2020
3133600,9881,2020
3133709,11252,2020
3133758,16199,2020
3133808,93847,2020
3133907,5369,2020
3134004,15022,2020
3134103,6063,2020
3134202,105255,2020
3134301,6000,2020
3134400,39690,2020
3134509,3768,2020
3134608,20418,2020
3134707,12323,2020
3134806,7691,2020
3134905,26264,2020
3135001,3142,2020
3135050,39388,2020
3135076,5429,2020
3135100,72018,2020
3135209,67852,2020
3135308,4384,2020
3135357,7982,2020
3135407,4852,2020
3135456,7738,2020
3135506,12315,2020
3135605,7468,2020
3135704,5207,2020
3135803,25474,2020
3135902,4780,2020
3136009,15455,2020
3136108,4476,2020
3136207,80416,2020
3136306,47726,2020
3136405,4727,2020
3136504,10842,2020
3136520,4487,2020
3136553,5050,2020
3136579,4889,2020
3136603,5732,2020
3136652,27392,2020
3136702,573285,2020
3136801,4345,2020
3136900,10681,2020
3136959,5715,2020
3137007,18193,2020
3137106,7600,2020
3137205,52711,2020
3137304,4082,2020
3137403,13063,2020
3137502,18111,2020
3137536,9608,2020
3137601,65657,2020
3137700,19918,2020
3137809,20907,2020
3137908,3379,2020
3138005,6833,2020
3138104,6503,2020
3138203,104783,2020
3138302,3226,2020
3138351,4920,2020
3138401,52640,2020
3138500,5031,2020
3138609,16724,2020
3138625,7589,2020
3138658,9714,2020
3138674,6258,2020
3138682,6718,2020
3138708,5438,2020
3138807,18257,2020
3138906,7111,2020
3139003,42413,2020
3139102,5109,2020
3139201,18602,2020
3139250,6554,2020
3139300,18226,2020
3139409,91169,2020
3139508,22802,2020
3139607,27647,2020
3139706,8046,2020
3139805,12901,2020
3139904,14056,2020
3140001,61288,2020
3140100,4097,2020
3140159,15619,2020
3140209,2987,2020
3140308,4034,2020
3140407,2728,2020
3140506,13443,2020
3140530,8531,2020
3140555,8644,2020
3140605,4436,2020
3140704,31364,2020
3140803,14548,2020
3140852,11260,2020
3140902,19005,2020
3141009,12412,2020
3141108,38151,2020
3141207,3741,2020
3141306,3832,2020
3141405,20759,2020
3141504,6446,2020
3141603,10758,2020
3141702,5546,2020
3141801,31497,2020
3141900,3893,2020
3142007,13620,2020
3142106,10787,2020
3142205,15111,2020
3142254,4914,2020
3142304,4934,2020
3142403,7554,2020
3142502,2202,2020
3142601,8727,2020
3142700,14747,2020
3142809,21236,2020
3142908,20696,2020
3143005,13152,2020
3143104,47931,2020
3143153,4923,2020
3143203,21513,2020
3143302,413487,2020
3143401,24029,2020
3143450,8315,2020
3143500,8910,2020
3143609,2437,2020
3143708,3153,2020
3143807,5994,2020
3143906,109392,2020
3144003,26961,2020
3144102,20545,2020
3144201,3220,2020
3144300,40665,2020
3144359,7051,2020
3144375,3308,2020
3144409,4728,2020
3144508,8660,2020
3144607,26826,2020
3144656,10326,2020
3144672,3128,2020
3144706,17551,2020
3144805,96157,2020
3144904,3573,2020
3145000,15800,2020
3145059,7497,2020
3145109,16832,2020
3145208,105520,2020
3145307,31335,2020
3145356,10778,2020
3145372,5324,2020
3145406,1720,2020
3145455,6171,2020
3145505,2809,2020
3145604,41840,2020
3145703,2130,2020
3145802,3152,2020
3145851,4663,2020
3145877,8079,2020
3145901,39867,2020
3146008,33791,2020
3146107,74558,2020
3146206,5914,2020
3146255,6423,2020
3146305,20252,2020
3146404,4462,2020
3146503,8296,2020
3146552,6094,2020
3146602,1523,2020
3146701,6611,2020
3146750,5349,2020
